[0.02666667 0.97333333]
[0.024      0.976     ]
[0.03466667 0.96533333]
[0.782      0.218     ]
[0.822      0.178     ]
[0.90933333 0.09066667]
[0.90866667 0.09133333]
[0.10866667 0.89133333]
[0.704      0.296     ]
[0.74933333 0.25066667]
[0.26666667 0.73333333]
[0.04       0.96      ]
[0.31333333 0.68666667]
[0.062      0.938     ]
[0.18466667 0.81533333]
[0.02666667 0.97333333]
[0.12133333 0.87866667]
[0.01533333 0.98466667]
[0.41933333 0.58066667]
[0.09066667 0.90933333]
[0.96333333 0.03666667]
[0.044      0.956     ]
[0.808      0.192     ]
[0.09866667 0.90133333]
[0.036      0.964     ]
[0.03933333 0.96066667]
[0.962      0.038     ]
[0.18533333 0.81466667]
[0.73133333 0.26866667]
[0.93066667 0.06933333]
[0.048      0.952     ]
[0.968      0.032     ]
[0.718      0.282     ]
[0.22733333 0.77266667]
[0.98666667 0.01333333]
[0.49066667 0.50933333]
[0.77333333 0.22666667]
[0.37133333 0.62866667]
[0.05333333 0.94666667]
[0.01666667 0.98333333]
[0.63       0.37      ]
[0.73666667 0.26333333]
[0.90533333 0.09466667]
[0.60733333 0.39266667]
[0.94       0.06      ]
[0.644      0.356     ]
[0.14866667 0.85133333]
[0.00733333 0.99266667]
[0.118      0.882     ]
[0.47866667 0.52133333]
[0.76       0.24      ]
[0.94866667 0.05133333]
[0.82133333 0.17866667]
[0.92666667 0.07333333]
[0.194      0.806     ]
[0.84866667 0.15133333]
[0.05666667 0.94333333]
[0.88466667 0.11533333]
[0.034      0.966     ]
[0.974      0.026     ]
[0.026      0.974     ]
[0.48533333 0.51466667]
[0.96866667 0.03133333]
[0.01533333 0.98466667]
[0.888      0.112     ]
[0.998      0.002     ]
[0.82333333 0.17666667]
[0.99666667 0.00333333]
[0.948      0.052     ]
[0.07533333 0.92466667]
[0.07       0.93      ]
[0.968      0.032     ]
[0.08466667 0.91533333]
[0.97       0.03      ]
[0.91933333 0.08066667]
[0.98266667 0.01733333]
[0.92       0.08      ]
[0.05266667 0.94733333]
[0.96133333 0.03866667]
[0.012      0.988     ]
[0.04333333 0.95666667]
[0.82666667 0.17333333]
[0.018      0.982     ]
[0.84       0.16      ]
[0.11333333 0.88666667]
[0.808      0.192     ]
[0.03933333 0.96066667]
[0.80933333 0.19066667]
[0.014      0.986     ]
[0.94333333 0.05666667]
[0.89933333 0.10066667]
[0.93133333 0.06866667]
[0.97266667 0.02733333]
[0.45933333 0.54066667]
[0.65933333 0.34066667]
[0.044      0.956     ]
[0.986      0.014     ]
[0.03266667 0.96733333]
[0.222      0.778     ]
[0.968      0.032     ]
[0.86933333 0.13066667]
[0.006      0.994     ]
[0.626      0.374     ]
[0.886      0.114     ]
[0.94266667 0.05733333]
[0.02933333 0.97066667]
[0.99866667 0.00133333]
[0.08533333 0.91466667]
[0.04666667 0.95333333]
[0.89333333 0.10666667]
[0.99066667 0.00933333]
[0.978      0.022     ]
[0.01333333 0.98666667]
[0.71466667 0.28533333]
[0.96133333 0.03866667]
[0.14466667 0.85533333]
[0.02       0.98      ]
[0.05066667 0.94933333]
[0.25466667 0.74533333]
[0.918      0.082     ]
[0.89466667 0.10533333]
[0.54       0.46      ]
[0.99266667 0.00733333]
[0.34066667 0.65933333]
[1.         0.        ]
[0.728      0.272     ]
[0.91866667 0.08133333]
[0.93066667 0.06933333]
[0.09133333 0.90866667]
[0.27133333 0.72866667]
[0.04133333 0.95866667]
[0.99066667 0.00933333]
[0.014      0.986     ]
[0.96266667 0.03733333]
[0.992      0.008     ]
[0.09733333 0.90266667]
[0.92066667 0.07933333]
[0.22333333 0.77666667]
[0.808      0.192     ]
[0.024      0.976     ]
[0.00733333 0.99266667]
[0.96333333 0.03666667]
[0.80866667 0.19133333]
[0.032      0.968     ]
[0.944      0.056     ]
[0.98       0.02      ]
[0.60133333 0.39866667]
[0.04       0.96      ]
[0.24133333 0.75866667]
[0.03533333 0.96466667]
[0.95466667 0.04533333]
[0.616      0.384     ]
[0.01666667 0.98333333]
[0.02133333 0.97866667]
[0.992      0.008     ]
[0.04866667 0.95133333]
[0.49533333 0.50466667]
[0.94       0.06      ]
[0.052      0.948     ]
[0.91733333 0.08266667]
[0.994      0.006     ]
[0.02066667 0.97933333]
[0.16466667 0.83533333]
[0.74866667 0.25133333]
[0.87733333 0.12266667]
[0.02866667 0.97133333]
[0.05533333 0.94466667]
[0.92466667 0.07533333]
[0.87533333 0.12466667]
[0.01333333 0.98666667]
[0.07866667 0.92133333]
[0.972      0.028     ]
[0.19       0.81      ]
[0.106      0.894     ]
[0.85733333 0.14266667]
[0.00266667 0.99733333]
[0.46866667 0.53133333]
[0.086      0.914     ]
[0.05133333 0.94866667]
[0.15266667 0.84733333]
[0.12866667 0.87133333]
[0.32866667 0.67133333]
[0.09533333 0.90466667]
[0.14333333 0.85666667]
[0.04066667 0.95933333]
[0.064      0.936     ]
[0.358      0.642     ]
[0.99266667 0.00733333]
[0.02666667 0.97333333]
